Flow1,Flow2,Temp1,Temp2
0.00,0.00,1600000000000000000000.00,1600000000000000000000.00
0.00,0.00,1600000000000000000000.00,1600000000000000000000.00
0.00,0.00,1600000000000000000000.00,1600000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1700000000000000000000.00,1700000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1800000000000000000000.00,1800000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,1900000000000000000000.00,1900000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2000000000000000000000.00,2000000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2100000000000000000000.00,2100000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2200000000000000000000.00,2200000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2300000000000000000000.00,2300000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2400000000000000000000.00,2400000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2500000000000000000000.00,2500000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2600000000000000000000.00,2600000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2700000000000000000000.00,2700000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
0.00,0.00,2800000000000000000000.00,2800000000000000000000.00
